CNNVD,VEDAS
CNNVD-202502-2308,0.18419
CNNVD-202502-2307,0.1837108
CNNVD-202502-2306,0.1842044
CNNVD-202502-2305,0.1850587
CNNVD-202502-2304,0.1744639
CNNVD-202502-2303,0.1744639
CNNVD-202502-2302,0.1712767
CNNVD-202502-2301,0.1744639
CNNVD-202502-2300,0.1704923
CNNVD-202502-230,0.1818626
CNNVD-202502-2299,0.2157158
CNNVD-202502-2298,0.5519506
CNNVD-202502-2297,0.1878549
CNNVD-202502-2296,0.1732541
CNNVD-202502-2295,0.1721833
CNNVD-202502-2294,0.1734751
CNNVD-202502-2293,0.17138
CNNVD-202502-2292,0.1704521
CNNVD-202502-2291,0.1704521
CNNVD-202502-2290,0.1710328
CNNVD-202502-229,0.1849783
CNNVD-202502-2289,0.1841728
CNNVD-202502-2287,0.1709294
CNNVD-202502-2286,0.1849525
CNNVD-202502-2285,0.1708309
CNNVD-202502-2284,0.1849955
CNNVD-202502-2283,0.3355943
CNNVD-202502-2282,0.3319131
CNNVD-202502-2281,0.3307073
CNNVD-202502-2280,0.3307073
CNNVD-202502-228,0.1702922
CNNVD-202502-2279,0.3307073
CNNVD-202502-2278,0.1854661
CNNVD-202502-2277,0.3302501
CNNVD-202502-2276,0.4707117
CNNVD-202502-2275,0.1830277
CNNVD-202502-2274,0.1860242
CNNVD-202502-2273,0.1684954
CNNVD-202502-2272,0.1860211
CNNVD-202502-2271,0.1704091
CNNVD-202502-2270,0.3345178
CNNVD-202502-227,0.1702941
CNNVD-202502-2269,0.3325704
CNNVD-202502-2268,0.1694034
CNNVD-202502-2267,0.1727134
CNNVD-202502-2266,0.1735727
CNNVD-202502-2265,0.1860242
CNNVD-202502-2264,0.1850615
CNNVD-202502-2263,0.3334406
CNNVD-202502-2262,0.171911
CNNVD-202502-2261,0.1738239
CNNVD-202502-2260,0.3478426
CNNVD-202502-226,0.1702922
CNNVD-202502-2259,0.1721718
CNNVD-202502-2258,0.1878319
CNNVD-202502-2257,0.1710328
CNNVD-202502-2256,0.17105
CNNVD-202502-2255,0.1711591
CNNVD-202502-2254,0.1710328
CNNVD-202502-2253,0.1700518
CNNVD-202502-2252,0.1700518
CNNVD-202502-2251,0.1721575
CNNVD-202502-2250,0.1721431
CNNVD-202502-225,0.2877459
CNNVD-202502-2249,0.1721718
CNNVD-202502-2248,0.1721718
CNNVD-202502-2247,0.47059
CNNVD-202502-2246,0.1748456
CNNVD-202502-2245,0.4707117
CNNVD-202502-2244,0.1721488
CNNVD-202502-2243,0.1818827
CNNVD-202502-2242,0.1721718
CNNVD-202502-2241,0.1819975
CNNVD-202502-2240,0.1710328
CNNVD-202502-224,0.1679767
CNNVD-202502-2239,0.1712595
CNNVD-202502-2238,0.1710328
CNNVD-202502-2237,0.1730733
CNNVD-202502-2236,0.1705239
CNNVD-202502-2235,0.1709122
CNNVD-202502-2234,0.1709754
CNNVD-202502-2233,0.1721718
CNNVD-202502-2232,0.1966843
CNNVD-202502-2231,0.1703631
CNNVD-202502-2230,0.1710271
CNNVD-202502-223,0.1702941
CNNVD-202502-2229,0.1864458
CNNVD-202502-2228,0.2861426
CNNVD-202502-2227,0.1828785
CNNVD-202502-2226,0.1829417
CNNVD-202502-2225,0.185162
CNNVD-202502-2224,0.185007
CNNVD-202502-2223,0.1973539
CNNVD-202502-2222,0.1849926
CNNVD-202502-2221,0.1849525
CNNVD-202502-2220,0.1698389
CNNVD-202502-222,0.3320586
CNNVD-202502-2219,0.1828785
CNNVD-202502-2218,0.1714547
CNNVD-202502-2217,0.184964
CNNVD-202502-2216,0.1722267
CNNVD-202502-2215,0.1829158
CNNVD-202502-2214,0.1850874
CNNVD-202502-2213,0.1851534
CNNVD-202502-2212,0.1748753
CNNVD-202502-2211,0.1828355
CNNVD-202502-2210,0.1704177
CNNVD-202502-221,0.1740455
CNNVD-202502-2209,0.1733244
CNNVD-202502-2208,0.1712155
CNNVD-202502-2207,0.7049837
CNNVD-202502-2206,0.4660332
CNNVD-202502-2205,0.1692507
CNNVD-202502-2204,0.3294288
CNNVD-202502-2203,0.1850127
CNNVD-202502-2202,0.1838112
CNNVD-202502-2201,0.1838112
CNNVD-202502-2200,0.1838112
CNNVD-202502-220,0.1731845
CNNVD-202502-2199,0.1838112
CNNVD-202502-2198,0.1843795
CNNVD-202502-2197,0.1838112
CNNVD-202502-2196,0.1846148
CNNVD-202502-2195,0.1703675
CNNVD-202502-2194,0.1856375
CNNVD-202502-2193,0.1228929
CNNVD-202502-2192,0.1838112
CNNVD-202502-2191,0.1692468
CNNVD-202502-2190,0.1692328
CNNVD-202502-219,0.3323168
CNNVD-202502-2189,0.3332706
CNNVD-202502-2188,0.3336844
CNNVD-202502-2187,0.3293752
CNNVD-202502-2186,0.8332703
CNNVD-202502-2185,0.3344149
CNNVD-202502-2184,0.5087147
CNNVD-202502-2183,0.1866065
CNNVD-202502-2182,0.1849898
CNNVD-202502-2181,0.1703082
CNNVD-202502-2180,0.2694683
CNNVD-202502-218,0.1702941
CNNVD-202502-2179,0.1743704
CNNVD-202502-2178,0.1228929
CNNVD-202502-2177,0.2920114
CNNVD-202502-2176,0.8326694
CNNVD-202502-2175,0.173764
CNNVD-202502-2174,0.1744814
CNNVD-202502-2173,0.1744814
CNNVD-202502-2172,0.1866438
CNNVD-202502-2171,0.1739189
CNNVD-202502-2170,0.3444397
CNNVD-202502-217,0.1702358
CNNVD-202502-2169,0.3272367
CNNVD-202502-2168,0.3272367
CNNVD-202502-2167,0.3266898
CNNVD-202502-2166,0.3271362
CNNVD-202502-2165,0.3292714
CNNVD-202502-2164,0.3271362
CNNVD-202502-2163,0.3269233
CNNVD-202502-2162,0.3265914
CNNVD-202502-2161,0.1841699
CNNVD-202502-2160,0.3284424
CNNVD-202502-216,0.1710394
CNNVD-202502-2159,0.3642611
CNNVD-202502-2158,0.1890717
CNNVD-202502-2157,0.17063
CNNVD-202502-2156,0.1841958
CNNVD-202502-2155,0.1836046
CNNVD-202502-2154,0.8294154
CNNVD-202502-2153,0.1850596
CNNVD-202502-2152,0.1842532
CNNVD-202502-2151,0.1703431
CNNVD-202502-2150,0.1844082
CNNVD-202502-215,0.1699407
CNNVD-202502-2149,0.1711447
CNNVD-202502-2148,0.1713427
CNNVD-202502-2147,0.1843192
CNNVD-202502-2146,0.1730762
CNNVD-202502-2145,0.1738296
CNNVD-202502-2144,0.1730561
CNNVD-202502-2143,0.1710127
CNNVD-202502-2142,0.171667
CNNVD-202502-2141,0.1710328
CNNVD-202502-2140,0.1709639
CNNVD-202502-214,0.3305695
CNNVD-202502-2139,0.1710414
CNNVD-202502-2138,0.1727806
CNNVD-202502-2137,0.1731995
CNNVD-202502-2136,0.1712595
CNNVD-202502-2135,0.1723428
CNNVD-202502-2134,0.1710328
CNNVD-202502-2133,0.7336917
CNNVD-202502-2132,0.2221117
CNNVD-202502-2131,0.8301213
CNNVD-202502-2130,0.1721718
CNNVD-202502-213,0.3392174
CNNVD-202502-2129,0.1710328
CNNVD-202502-2128,0.1842704
CNNVD-202502-2127,0.1846176
CNNVD-202502-2126,0.1844484
CNNVD-202502-2125,0.1718733
CNNVD-202502-2124,0.1730786
CNNVD-202502-2123,0.332686
CNNVD-202502-2122,0.3314075
CNNVD-202502-2121,0.1842589
CNNVD-202502-2120,0.3309328
CNNVD-202502-212,0.3319268
CNNVD-202502-2119,0.184213
CNNVD-202502-2118,0.184213
CNNVD-202502-2117,0.3382243
CNNVD-202502-2116,0.1228929
CNNVD-202502-2115,0.3305335
CNNVD-202502-2114,0.3293232
CNNVD-202502-2113,0.1849496
CNNVD-202502-2112,0.3453257
CNNVD-202502-2111,0.1732764
CNNVD-202502-2110,0.1688055
CNNVD-202502-211,0.3319268
CNNVD-202502-2109,0.1843909
CNNVD-202502-2108,0.6575893
CNNVD-202502-2107,0.6640714
CNNVD-202502-2106,0.1703016
CNNVD-202502-2105,0.1703131
CNNVD-202502-2104,0.3332335
CNNVD-202502-2103,0.1843249
CNNVD-202502-2102,0.1849869
CNNVD-202502-2101,0.1843048
CNNVD-202502-2100,0.1857197
CNNVD-202502-210,0.1703545
CNNVD-202502-2099,0.1865176
CNNVD-202502-2098,0.1688055
CNNVD-202502-2097,0.1865003
CNNVD-202502-2096,0.3367373
CNNVD-202502-2095,0.1688055
CNNVD-202502-2094,0.1850702
CNNVD-202502-2093,0.1849506
CNNVD-202502-2092,0.1843192
CNNVD-202502-2091,0.1843824
CNNVD-202502-2090,0.1688055
CNNVD-202502-209,0.3191345
CNNVD-202502-2089,0.1842044
CNNVD-202502-2088,0.1832357
CNNVD-202502-2087,0.1705325
CNNVD-202502-2086,0.1688055
CNNVD-202502-2085,0.1843967
CNNVD-202502-2084,0.1858603
CNNVD-202502-2083,0.1842044
CNNVD-202502-2082,0.1842532
CNNVD-202502-2081,0.1846693
CNNVD-202502-2080,0.1842647
CNNVD-202502-208,0.1858508
CNNVD-202502-2079,0.1680402
CNNVD-202502-2078,0.1844024
CNNVD-202502-2077,0.330764
CNNVD-202502-2076,0.1733629
CNNVD-202502-2075,0.1723887
CNNVD-202502-2074,0.1742544
CNNVD-202502-2073,0.1845373
CNNVD-202502-2072,0.1712595
CNNVD-202502-2071,0.1712595
CNNVD-202502-2070,0.4643367
CNNVD-202502-207,0.6965658
CNNVD-202502-2069,0.1724645
CNNVD-202502-2068,0.1853868
CNNVD-202502-2067,0.714132
CNNVD-202502-2066,0.714132
CNNVD-202502-2065,0.1843106
CNNVD-202502-2064,0.1993587
CNNVD-202502-2063,0.7140665
CNNVD-202502-2062,0.176256
CNNVD-202502-2061,0.1842101
CNNVD-202502-2060,0.6578571
CNNVD-202502-206,0.6948128
CNNVD-202502-2059,0.714132
CNNVD-202502-2058,0.1694531
CNNVD-202502-2057,0.1694531
CNNVD-202502-2056,0.1857226
CNNVD-202502-2055,0.1693607
CNNVD-202502-2054,0.1692756
CNNVD-202502-2053,0.1692756
CNNVD-202502-2052,0.1699118
CNNVD-202502-2051,0.171116
CNNVD-202502-2050,0.17241
CNNVD-202502-205,0.3307446
CNNVD-202502-2049,0.1709524
CNNVD-202502-2048,0.1709495
CNNVD-202502-2047,0.1738526
CNNVD-202502-2046,0.1743379
CNNVD-202502-2045,0.1710127
CNNVD-202502-2044,0.1710127
CNNVD-202502-2043,0.1733287
CNNVD-202502-2042,0.1712021
CNNVD-202502-2041,0.1710328
CNNVD-202502-2040,0.1710328
CNNVD-202502-204,0.6955833
CNNVD-202502-2039,0.1711476
CNNVD-202502-2038,0.1703574
CNNVD-202502-2037,0.1710328
CNNVD-202502-2036,0.1710328
CNNVD-202502-2035,0.1710328
CNNVD-202502-2034,0.1717387
CNNVD-202502-2033,0.1721718
CNNVD-202502-2032,0.1857226
CNNVD-202502-2031,0.1710787
CNNVD-202502-2030,0.1721718
CNNVD-202502-203,0.7213789
CNNVD-202502-2029,0.1710328
CNNVD-202502-2028,0.1710328
CNNVD-202502-2027,0.1709495
CNNVD-202502-2026,0.1712021
CNNVD-202502-2025,0.17241
CNNVD-202502-2024,0.1710328
CNNVD-202502-2023,0.1730733
CNNVD-202502-2022,0.1721718
CNNVD-202502-2021,0.1860153
CNNVD-202502-2020,0.1819975
CNNVD-202502-202,0.1865836
CNNVD-202502-2019,0.1857455
CNNVD-202502-2018,0.1857226
CNNVD-202502-2017,0.1710328
CNNVD-202502-2016,0.1721718
CNNVD-202502-2015,0.3666301
CNNVD-202502-2014,0.1710328
CNNVD-202502-2013,0.1703631
CNNVD-202502-2012,0.2171857
CNNVD-202502-2011,0.171314
CNNVD-202502-2010,0.1713858
CNNVD-202502-201,0.1876282
CNNVD-202502-2009,0.3300268
CNNVD-202502-2008,0.2167586
CNNVD-202502-2007,0.332403
CNNVD-202502-2006,0.1685594
CNNVD-202502-2005,0.1712021
CNNVD-202502-2004,0.6186979
CNNVD-202502-2003,0.3312268
CNNVD-202502-2002,0.3350482
CNNVD-202502-2001,0.3416032
CNNVD-202502-2000,0.5892726
CNNVD-202502-200,0.6578571
CNNVD-202502-1999,0.1827696
CNNVD-202502-1998,0.1827774
CNNVD-202502-1997,0.1782784
CNNVD-202502-1996,0.1790475
CNNVD-202502-1995,0.5546413
CNNVD-202502-1994,0.1709386
CNNVD-202502-1993,0.211285
CNNVD-202502-1992,0.1725316
CNNVD-202502-1991,0.2081756
CNNVD-202502-1990,0.1745471
CNNVD-202502-199,0.1744106
CNNVD-202502-1989,0.4217392
CNNVD-202502-1988,0.2070366
CNNVD-202502-1987,0.1729437
CNNVD-202502-1986,0.1733073
CNNVD-202502-1985,0.1707296
CNNVD-202502-1984,0.2890647
CNNVD-202502-1983,0.2890647
CNNVD-202502-1982,0.1710328
CNNVD-202502-1981,0.2880907
CNNVD-202502-1980,0.1707296
CNNVD-202502-198,0.6578571
CNNVD-202502-1979,0.1796959
CNNVD-202502-1978,0.1797301
CNNVD-202502-1977,0.1840351
CNNVD-202502-1976,0.1703303
CNNVD-202502-1975,0.1697069
CNNVD-202502-1974,0.1713502
CNNVD-202502-1973,0.3360704
CNNVD-202502-1972,0.1704066
CNNVD-202502-1971,0.1703082
CNNVD-202502-1970,0.1708968
CNNVD-202502-197,0.3673287
CNNVD-202502-1969,0.1703303
CNNVD-202502-1968,0.1704026
CNNVD-202502-1967,0.1703082
CNNVD-202502-1966,0.1703303
CNNVD-202502-1965,0.1703303
CNNVD-202502-1964,0.1703303
CNNVD-202502-1963,0.1703082
CNNVD-202502-1962,0.1703303
CNNVD-202502-1961,0.1837596
CNNVD-202502-1960,0.3318385
CNNVD-202502-196,0.4702225
CNNVD-202502-1959,0.1837222
CNNVD-202502-1958,0.1703303
CNNVD-202502-1957,0.3323127
CNNVD-202502-1956,0.1838256
CNNVD-202502-1955,0.1841987
CNNVD-202502-1954,0.1763789
CNNVD-202502-1953,0.1843336
CNNVD-202502-1952,0.1851505
CNNVD-202502-1951,0.1843249
CNNVD-202502-1950,0.3643564
CNNVD-202502-195,0.1735109
CNNVD-202502-1949,0.183883
CNNVD-202502-1948,0.1696857
CNNVD-202502-1947,0.3430479
CNNVD-202502-1946,0.2980805
CNNVD-202502-1945,0.1718622
CNNVD-202502-1944,0.1718696
CNNVD-202502-1943,0.1708895
CNNVD-202502-1942,0.3301335
CNNVD-202502-1941,0.1850472
CNNVD-202502-1940,0.724618
CNNVD-202502-194,0.3338435
CNNVD-202502-1939,0.1850788
CNNVD-202502-1938,0.1732362
CNNVD-202502-1937,0.1702943
CNNVD-202502-1936,0.170512
CNNVD-202502-1935,0.3302785
CNNVD-202502-1934,0.1718503
CNNVD-202502-1933,0.1724333
CNNVD-202502-1932,0.1850989
CNNVD-202502-1931,0.1744497
CNNVD-202502-1930,0.1749367
CNNVD-202502-193,0.2699367
CNNVD-202502-1929,0.329788
CNNVD-202502-1928,0.1868016
CNNVD-202502-1927,0.185007
CNNVD-202502-1926,0.6981457
CNNVD-202502-1925,0.1731249
CNNVD-202502-1924,0.1851218
CNNVD-202502-1923,0.1850501
CNNVD-202502-1922,0.1711045
CNNVD-202502-1921,0.3731333
CNNVD-202502-1920,0.3747957
CNNVD-202502-192,0.1850989
CNNVD-202502-1919,0.6397527
CNNVD-202502-1918,0.1719642
CNNVD-202502-1917,0.8302884
CNNVD-202502-1916,0.7357828
CNNVD-202502-1915,0.5502829
CNNVD-202502-1914,0.171007
CNNVD-202502-1913,0.735101
CNNVD-202502-1912,0.1705611
CNNVD-202502-1911,0.1849898
CNNVD-202502-1910,0.7374417
CNNVD-202502-191,0.1854777
CNNVD-202502-1909,0.2896321
CNNVD-202502-1908,0.1704091
CNNVD-202502-1907,0.171667
CNNVD-202502-1906,0.1720774
CNNVD-202502-1905,0.1721488
CNNVD-202502-1904,0.1710328
CNNVD-202502-1903,0.1711361
CNNVD-202502-1902,0.1713169
CNNVD-202502-1901,0.1221455
CNNVD-202502-1900,0.1685103
CNNVD-202502-190,0.6578571
CNNVD-202502-1899,0.2932376
CNNVD-202502-1898,0.1711608
CNNVD-202502-1897,0.1721604
CNNVD-202502-1896,0.1708037
CNNVD-202502-1895,0.1709495
CNNVD-202502-1894,0.1730646
CNNVD-202502-1893,0.1731077
CNNVD-202502-1892,0.2879157
CNNVD-202502-1891,0.1733287
CNNVD-202502-1890,0.1725911
CNNVD-202502-189,0.1694284
CNNVD-202502-1889,0.1705325
CNNVD-202502-1888,0.1718134
CNNVD-202502-1887,0.172198
CNNVD-202502-1886,0.1721468
CNNVD-202502-1885,0.1709495
CNNVD-202502-1884,0.1722927
CNNVD-202502-1883,0.171314
CNNVD-202502-1882,0.1721468
CNNVD-202502-1881,0.1721718
CNNVD-202502-1880,0.1745073
CNNVD-202502-188,0.1691713
CNNVD-202502-1879,0.1710328
CNNVD-202502-1878,0.1718216
CNNVD-202502-1877,0.1711263
CNNVD-202502-1876,0.171822
CNNVD-202502-1875,0.1721267
CNNVD-202502-1874,0.1733029
CNNVD-202502-1873,0.1709524
CNNVD-202502-1872,0.1721029
CNNVD-202502-1871,0.458633
CNNVD-202502-1870,0.171822
CNNVD-202502-187,0.3307692
CNNVD-202502-1869,0.1709495
CNNVD-202502-1868,0.1710195
CNNVD-202502-1867,0.1740433
CNNVD-202502-1866,0.1709495
CNNVD-202502-1865,0.1716503
CNNVD-202502-1864,0.1714575
CNNVD-202502-1863,0.1721029
CNNVD-202502-1862,0.1741549
CNNVD-202502-1861,0.2693478
CNNVD-202502-1860,0.1718503
CNNVD-202502-186,0.3302102
CNNVD-202502-1859,0.1709611
CNNVD-202502-1858,0.1710184
CNNVD-202502-1857,0.1739606
CNNVD-202502-1856,0.1710271
CNNVD-202502-1855,0.1721718
CNNVD-202502-1854,0.1710328
CNNVD-202502-1853,0.1710328
CNNVD-202502-1852,0.1710328
CNNVD-202502-1851,0.1710328
CNNVD-202502-1850,0.1705656
CNNVD-202502-185,0.1684436
CNNVD-202502-1849,0.1715149
CNNVD-202502-1848,0.1710328
CNNVD-202502-1847,0.1710328
CNNVD-202502-1846,0.1729035
CNNVD-202502-1845,0.1706788
CNNVD-202502-1844,0.1710328
CNNVD-202502-1843,0.1712736
CNNVD-202502-1842,0.1702799
CNNVD-202502-1841,0.1710328
CNNVD-202502-1840,0.2719403
CNNVD-202502-184,0.1712624
CNNVD-202502-1839,0.1721718
CNNVD-202502-1838,0.3343984
CNNVD-202502-1837,0.1711189
CNNVD-202502-1836,0.1709524
CNNVD-202502-1835,0.1721718
CNNVD-202502-1834,0.1710328
CNNVD-202502-1833,0.1710328
CNNVD-202502-1832,0.1710328
CNNVD-202502-1831,0.1867382
CNNVD-202502-1830,0.1710127
CNNVD-202502-183,0.1717853
CNNVD-202502-1829,0.1711419
CNNVD-202502-1828,0.1867526
CNNVD-202502-1827,0.1868013
CNNVD-202502-1826,0.1720513
CNNVD-202502-1825,0.1739807
CNNVD-202502-1824,0.1856623
CNNVD-202502-1823,0.1857914
CNNVD-202502-1822,0.1859149
CNNVD-202502-1821,0.1710414
CNNVD-202502-1820,0.1739001
CNNVD-202502-182,0.1710873
CNNVD-202502-1819,0.1858029
CNNVD-202502-1817,0.184964
CNNVD-202502-1816,0.1845
CNNVD-202502-1815,0.1721906
CNNVD-202502-1814,0.1703832
CNNVD-202502-1813,0.3343984
CNNVD-202502-1812,0.1710873
CNNVD-202502-1811,0.1850529
CNNVD-202502-1810,0.1704234
CNNVD-202502-181,0.171007
CNNVD-202502-1809,0.1710471
CNNVD-202502-1808,0.1710931
CNNVD-202502-1807,0.1710931
CNNVD-202502-1806,0.1703832
CNNVD-202502-1805,0.1843393
CNNVD-202502-1804,0.1710988
CNNVD-202502-1803,0.1712068
CNNVD-202502-1802,0.1867382
CNNVD-202502-1801,0.1850558
CNNVD-202502-1800,0.1719311
CNNVD-202502-180,0.186529
CNNVD-202502-1799,0.1718577
CNNVD-202502-1798,0.7221917
CNNVD-202502-1797,0.1729355
CNNVD-202502-1796,0.1689435
CNNVD-202502-1795,0.1689435
CNNVD-202502-1794,0.1689291
CNNVD-202502-1793,0.1689521
CNNVD-202502-1792,0.1689521
CNNVD-202502-1791,0.1866266
CNNVD-202502-1790,0.2179221
CNNVD-202502-179,0.1865376
CNNVD-202502-1789,0.1872063
CNNVD-202502-1788,0.186994
CNNVD-202502-1787,0.1859091
CNNVD-202502-1786,0.1712675
CNNVD-202502-1785,0.1740007
CNNVD-202502-1784,0.1719024
CNNVD-202502-1783,0.1747151
CNNVD-202502-1782,0.1702429
CNNVD-202502-1781,0.1696323
CNNVD-202502-1780,0.1702811
CNNVD-202502-178,0.1712498
CNNVD-202502-1779,0.1702429
CNNVD-202502-1778,0.1733895
CNNVD-202502-1777,0.3334359
CNNVD-202502-1776,0.1749449
CNNVD-202502-1775,0.1822798
CNNVD-202502-1774,0.1829158
CNNVD-202502-1773,0.1738222
CNNVD-202502-1772,0.2075022
CNNVD-202502-1771,0.1828441
CNNVD-202502-1770,0.1704234
CNNVD-202502-177,0.1718421
CNNVD-202502-1769,0.1850529
CNNVD-202502-1768,0.3273217
CNNVD-202502-1767,0.1829847
CNNVD-202502-1766,0.3266814
CNNVD-202502-1765,0.1828469
CNNVD-202502-1764,0.1856806
CNNVD-202502-1763,0.1693545
CNNVD-202502-1762,0.1743365
CNNVD-202502-1761,0.1843336
CNNVD-202502-1760,0.1698657
CNNVD-202502-176,0.1709524
CNNVD-202502-1759,0.1718076
CNNVD-202502-1758,0.1700867
CNNVD-202502-1757,0.1837596
CNNVD-202502-1756,0.3772877
CNNVD-202502-1755,0.1849525
CNNVD-202502-1754,0.1703517
CNNVD-202502-1753,0.3325115
CNNVD-202502-1752,0.1843393
CNNVD-202502-1751,0.3300863
CNNVD-202502-1750,0.1703258
CNNVD-202502-175,0.1693421
CNNVD-202502-1749,0.1710931
CNNVD-202502-1748,0.1866094
CNNVD-202502-1747,0.1704148
CNNVD-202502-1746,0.170455
CNNVD-202502-1745,0.1703115
CNNVD-202502-1744,0.1837596
CNNVD-202502-1743,0.1710557
CNNVD-202502-1742,0.1704205
CNNVD-202502-1741,0.1709811
CNNVD-202502-1740,0.1711677
CNNVD-202502-174,0.5901367
CNNVD-202502-1739,0.1704091
CNNVD-202502-1738,0.1702851
CNNVD-202502-1737,0.1710615
CNNVD-202502-1736,0.1710988
CNNVD-202502-1735,0.1843393
CNNVD-202502-1734,0.8305934
CNNVD-202502-1733,0.1721575
CNNVD-202502-1732,0.1731221
CNNVD-202502-1731,0.1710127
CNNVD-202502-1730,0.1709495
CNNVD-202502-173,0.1704521
CNNVD-202502-1729,0.7190486
CNNVD-202502-1728,0.1738411
CNNVD-202502-1727,0.1762507
CNNVD-202502-1726,0.1721109
CNNVD-202502-1725,0.1723428
CNNVD-202502-1724,0.1719081
CNNVD-202502-1723,0.1746995
CNNVD-202502-1722,0.1719081
CNNVD-202502-1721,0.1722034
CNNVD-202502-1720,0.1730876
CNNVD-202502-1719,0.1737895
CNNVD-202502-1718,0.1818941
CNNVD-202502-1717,0.5107603
CNNVD-202502-1716,0.1818941
CNNVD-202502-1713,0.6316198
CNNVD-202502-1712,0.1849582
CNNVD-202502-1711,0.1850271
CNNVD-202502-1710,0.1842417
CNNVD-202502-171,0.4718675
CNNVD-202502-1709,0.1842417
CNNVD-202502-1708,0.1876795
CNNVD-202502-1707,0.173447
CNNVD-202502-1706,0.1731141
CNNVD-202502-1705,0.3349616
CNNVD-202502-1704,0.333326
CNNVD-202502-1703,0.3376058
CNNVD-202502-1702,0.3300357
CNNVD-202502-1701,0.3300799
CNNVD-202502-1700,0.3300876
CNNVD-202502-170,0.1718229
CNNVD-202502-1699,0.3313239
CNNVD-202502-1698,0.3471659
CNNVD-202502-1697,0.6568527
CNNVD-202502-1696,0.6568527
CNNVD-202502-1695,0.6335984
CNNVD-202502-1694,0.1705899
CNNVD-202502-1693,0.1705554
CNNVD-202502-1692,0.1710777
CNNVD-202502-1691,0.1701874
CNNVD-202502-1690,0.1686024
CNNVD-202502-169,0.186506
CNNVD-202502-1689,0.1692914
CNNVD-202502-1688,0.1685261
CNNVD-202502-1687,0.1692157
CNNVD-202502-1686,0.169266
CNNVD-202502-1685,0.1692539
CNNVD-202502-1684,0.3343231
CNNVD-202502-1683,0.1705542
CNNVD-202502-1682,0.1797004
CNNVD-202502-1681,0.1688169
CNNVD-202502-1680,0.170886
CNNVD-202502-168,0.2676926
CNNVD-202502-1679,0.1836907
CNNVD-202502-1678,0.171138
CNNVD-202502-1677,0.27301
CNNVD-202502-1676,0.1769495
CNNVD-202502-1675,0.1850574
CNNVD-202502-1674,0.1716584
CNNVD-202502-1673,0.2678653
CNNVD-202502-1672,0.1860699
CNNVD-202502-1671,0.1851333
CNNVD-202502-1670,0.1852911
CNNVD-202502-167,0.1721604
CNNVD-202502-1669,0.1853629
CNNVD-202502-1668,0.1745939
CNNVD-202502-1667,0.1850529
CNNVD-202502-1666,0.1851333
CNNVD-202502-1665,0.1703976
CNNVD-202502-1664,0.183751
CNNVD-202502-1663,0.1843651
CNNVD-202502-1662,0.170455
CNNVD-202502-1661,0.1710988
CNNVD-202502-1660,0.1704291
CNNVD-202502-166,0.1725312
CNNVD-202502-1659,0.1843393
CNNVD-202502-1658,0.1843393
CNNVD-202502-1657,0.1843393
CNNVD-202502-1656,0.1837567
CNNVD-202502-1655,0.1843393
CNNVD-202502-1654,0.1710988
CNNVD-202502-1653,0.1837423
CNNVD-202502-1652,0.1837423
CNNVD-202502-1651,0.1710988
CNNVD-202502-1650,0.1837653
CNNVD-202502-165,0.1741581
CNNVD-202502-1649,0.1704291
CNNVD-202502-1648,0.5501167
CNNVD-202502-1647,0.1851333
CNNVD-202502-1646,0.2876694
CNNVD-202502-1645,0.1837653
CNNVD-202502-1644,0.1843393
CNNVD-202502-1643,0.3308042
CNNVD-202502-1642,0.1704291
CNNVD-202502-1641,0.1856967
CNNVD-202502-1640,0.1837653
CNNVD-202502-164,0.1856221
CNNVD-202502-1639,0.4992563
CNNVD-202502-1638,0.1841815
CNNVD-202502-1637,0.1852797
CNNVD-202502-1636,0.2213987
CNNVD-202502-1635,0.1704291
CNNVD-202502-1634,0.1843393
CNNVD-202502-1633,0.1710988
CNNVD-202502-1632,0.1710988
CNNVD-202502-1631,0.1710988
CNNVD-202502-1630,0.1837653
CNNVD-202502-163,0.1841728
CNNVD-202502-1629,0.1837653
CNNVD-202502-1628,0.1704291
CNNVD-202502-1627,0.184302
CNNVD-202502-1626,0.2851528
CNNVD-202502-1625,0.1710988
CNNVD-202502-1624,0.1837653
CNNVD-202502-1623,0.1710988
CNNVD-202502-1622,0.1710988
CNNVD-202502-1621,0.1704291
CNNVD-202502-1620,0.1837653
CNNVD-202502-162,0.186133
CNNVD-202502-1619,0.1710988
CNNVD-202502-1618,0.1843393
CNNVD-202502-1617,0.1843393
CNNVD-202502-1616,0.1833189
CNNVD-202502-1615,0.1703115
CNNVD-202502-1614,0.1851046
CNNVD-202502-1613,0.1710988
CNNVD-202502-1612,0.1710988
CNNVD-202502-1611,0.1710988
CNNVD-202502-1610,0.1710988
CNNVD-202502-161,0.1856882
CNNVD-202502-1609,0.1704291
CNNVD-202502-1608,0.1843393
CNNVD-202502-1607,0.1710988
CNNVD-202502-1606,0.1710988
CNNVD-202502-1605,0.1704291
CNNVD-202502-1604,0.1837567
CNNVD-202502-1603,0.1851046
CNNVD-202502-1602,0.1709811
CNNVD-202502-1601,0.1724929
CNNVD-202502-1600,0.1843651
CNNVD-202502-160,0.1860239
CNNVD-202502-1599,0.1850702
CNNVD-202502-1598,0.1853227
CNNVD-202502-1597,0.1855752
CNNVD-202502-1596,0.1853514
CNNVD-202502-1595,0.1732024
CNNVD-202502-1594,0.1731307
CNNVD-202502-1593,0.5108957
CNNVD-202502-1592,0.1730733
CNNVD-202502-1591,0.1866754
