CNNVD,VEDAS
CNNVD-201807-2096,0.1830105
CNNVD-201807-2095,0.8351794
CNNVD-201807-2094,0.6457991
CNNVD-201807-2093,0.6259026
CNNVD-201807-2092,0.622986
CNNVD-201807-2091,0.6223502
CNNVD-201807-2090,0.6568527
CNNVD-201807-209,0.3384574
CNNVD-201807-2088,0.1088929
CNNVD-201807-2087,0.1088929
CNNVD-201807-2086,0.1088929
CNNVD-201807-2085,0.1088929
CNNVD-201807-2084,0.1088929
CNNVD-201807-2082,0.1088929
CNNVD-201807-2081,0.1088929
CNNVD-201807-2080,0.1088929
CNNVD-201807-208,0.1726232
CNNVD-201807-2079,0.1088929
CNNVD-201807-2078,0.1088929
CNNVD-201807-2077,0.1088929
CNNVD-201807-2076,0.1088929
CNNVD-201807-2074,0.1088929
CNNVD-201807-2073,0.1088929
CNNVD-201807-2072,0.1088929
CNNVD-201807-2071,0.1088929
CNNVD-201807-2070,0.1088929
CNNVD-201807-207,0.1706998
CNNVD-201807-2069,0.1088929
CNNVD-201807-2068,0.1088929
CNNVD-201807-2066,0.1088929
CNNVD-201807-2065,0.1088929
CNNVD-201807-2064,0.1088929
CNNVD-201807-2063,0.1088929
CNNVD-201807-2062,0.1088929
CNNVD-201807-2061,0.1088929
CNNVD-201807-2060,0.1088929
CNNVD-201807-206,0.1706998
CNNVD-201807-2059,0.1088929
CNNVD-201807-2058,0.1088929
CNNVD-201807-2057,0.1088929
CNNVD-201807-2056,0.1088929
CNNVD-201807-2055,0.1088929
CNNVD-201807-2054,0.1088929
CNNVD-201807-2053,0.1088929
CNNVD-201807-2052,0.1088929
CNNVD-201807-2051,0.1088929
CNNVD-201807-2050,0.1088929
CNNVD-201807-205,0.1706998
CNNVD-201807-2049,0.1088929
CNNVD-201807-2048,0.1088929
CNNVD-201807-2047,0.1088929
CNNVD-201807-2046,0.1088929
CNNVD-201807-2045,0.1088929
CNNVD-201807-2044,0.1088929
CNNVD-201807-2043,0.1088929
CNNVD-201807-204,0.1706998
CNNVD-201807-2031,0.3336654
CNNVD-201807-2030,0.1870169
CNNVD-201807-203,0.1722304
CNNVD-201807-2029,0.1870427
CNNVD-201807-2028,0.3345296
CNNVD-201807-2027,0.3378665
CNNVD-201807-2026,0.3417853
CNNVD-201807-2025,0.1892411
CNNVD-201807-2024,0.2887248
CNNVD-201807-2023,0.4301727
CNNVD-201807-2022,0.1808651
CNNVD-201807-2021,0.1744426
CNNVD-201807-2020,0.1735841
CNNVD-201807-202,0.1717712
CNNVD-201807-2019,0.1735841
CNNVD-201807-2018,0.331805
CNNVD-201807-2017,0.7112987
CNNVD-201807-2016,0.1899011
CNNVD-201807-2015,0.1804576
CNNVD-201807-2014,0.1856693
CNNVD-201807-2013,0.1807656
CNNVD-201807-2012,0.1806566
CNNVD-201807-2011,0.1806307
CNNVD-201807-2010,0.1661023
CNNVD-201807-201,0.1717712
CNNVD-201807-2009,0.1810411
CNNVD-201807-2008,0.1824901
CNNVD-201807-2007,0.2893214
CNNVD-201807-2006,0.1859952
CNNVD-201807-2005,0.186001
CNNVD-201807-2004,0.1859952
CNNVD-201807-2003,0.1859981
CNNVD-201807-2002,0.1784945
CNNVD-201807-2001,0.1859893
CNNVD-201807-2000,0.1812478
CNNVD-201807-200,0.1719861
CNNVD-201807-1999,0.1812994
CNNVD-201807-1998,0.1822864
CNNVD-201807-1997,0.1823208
CNNVD-201807-1996,0.1827717
CNNVD-201807-1995,0.1827369
CNNVD-201807-1994,0.1868208
CNNVD-201807-1993,0.3484826
CNNVD-201807-1992,0.3622745
CNNVD-201807-1991,0.3433224
CNNVD-201807-1990,0.1741896
CNNVD-201807-199,0.1717712
CNNVD-201807-1989,0.2904141
CNNVD-201807-1988,0.1740812
CNNVD-201807-1987,0.1740812
CNNVD-201807-1986,0.1740812
CNNVD-201807-1985,0.1740812
CNNVD-201807-1984,0.1740812
CNNVD-201807-1983,0.1741896
CNNVD-201807-1982,0.1733932
CNNVD-201807-1981,0.1809063
CNNVD-201807-1980,0.3280528
CNNVD-201807-198,0.1706998
CNNVD-201807-1979,0.3327552
CNNVD-201807-1978,0.5482483
CNNVD-201807-1977,0.182648
CNNVD-201807-1976,0.1821084
CNNVD-201807-1975,0.1837041
CNNVD-201807-1974,0.3324582
CNNVD-201807-1973,0.3288315
CNNVD-201807-1972,0.62854
CNNVD-201807-1971,0.6620089
CNNVD-201807-197,0.1706998
CNNVD-201807-1969,0.7107619
CNNVD-201807-1968,0.7107619
CNNVD-201807-1967,0.7107619
CNNVD-201807-1966,0.7107619
CNNVD-201807-1965,0.7107619
CNNVD-201807-1964,0.7029762
CNNVD-201807-1963,0.7029762
CNNVD-201807-1962,0.7107619
CNNVD-201807-1961,0.7107619
CNNVD-201807-1960,0.7107619
CNNVD-201807-196,0.1706998
CNNVD-201807-1959,0.7107619
CNNVD-201807-1958,0.7107619
CNNVD-201807-1957,0.7107619
CNNVD-201807-1956,0.7107619
CNNVD-201807-1955,0.7107619
CNNVD-201807-1954,0.7107619
CNNVD-201807-1953,0.7107619
CNNVD-201807-1952,0.7102286
CNNVD-201807-1951,0.7102286
CNNVD-201807-1950,0.7107619
CNNVD-201807-195,0.1706998
CNNVD-201807-1949,0.7107619
CNNVD-201807-1948,0.7107619
CNNVD-201807-1947,0.7107619
CNNVD-201807-1946,0.7029762
CNNVD-201807-1945,0.7029762
CNNVD-201807-1944,0.7029762
CNNVD-201807-1943,0.1689533
CNNVD-201807-1942,0.1705038
CNNVD-201807-1941,0.182317
CNNVD-201807-1940,0.182956
CNNVD-201807-194,0.1706998
CNNVD-201807-1939,0.1684654
CNNVD-201807-1938,0.1684539
CNNVD-201807-1937,0.174282
CNNVD-201807-1936,0.501992
CNNVD-201807-1935,0.501992
CNNVD-201807-1934,0.5029635
CNNVD-201807-1933,0.498392
CNNVD-201807-1932,0.1784113
CNNVD-201807-1931,0.1733235
CNNVD-201807-1930,0.1785553
CNNVD-201807-193,0.1722304
CNNVD-201807-1929,0.1748862
CNNVD-201807-1928,0.1864859
CNNVD-201807-1927,0.3365924
CNNVD-201807-1926,0.3323996
CNNVD-201807-1925,0.3332132
CNNVD-201807-1924,0.32769
CNNVD-201807-1923,0.3290547
CNNVD-201807-1922,0.3291864
CNNVD-201807-1921,0.3302681
CNNVD-201807-1920,0.488792
CNNVD-201807-192,0.1717712
CNNVD-201807-1919,0.3331108
CNNVD-201807-1918,0.3272528
CNNVD-201807-1917,0.1710601
CNNVD-201807-1916,0.694262
CNNVD-201807-1915,0.3311596
CNNVD-201807-1914,0.3341693
CNNVD-201807-1913,0.555746
CNNVD-201807-1912,0.5565113
CNNVD-201807-1911,0.5569046
CNNVD-201807-1910,0.555746
CNNVD-201807-191,0.1722304
CNNVD-201807-1909,0.169935
CNNVD-201807-1908,0.1733834
CNNVD-201807-1907,0.3654007
CNNVD-201807-1906,0.4672686
CNNVD-201807-1905,0.3373841
CNNVD-201807-1904,0.3309147
CNNVD-201807-1903,0.8007608
CNNVD-201807-1902,0.2679545
CNNVD-201807-1901,0.1875105
CNNVD-201807-1900,0.1808336
CNNVD-201807-190,0.1717712
CNNVD-201807-1899,0.1806441
CNNVD-201807-1898,0.1886298
CNNVD-201807-1897,0.3322802
CNNVD-201807-1896,0.1855781
CNNVD-201807-1895,0.1862478
CNNVD-201807-1894,0.1862478
CNNVD-201807-1893,0.1852194
CNNVD-201807-1892,0.3302139
CNNVD-201807-1891,0.3331553
CNNVD-201807-1890,0.3331505
CNNVD-201807-189,0.1722304
CNNVD-201807-1889,0.3326023
CNNVD-201807-1888,0.3297304
CNNVD-201807-1887,0.7250528
CNNVD-201807-1886,0.7183662
CNNVD-201807-1885,0.1806097
CNNVD-201807-1884,0.1887159
CNNVD-201807-1883,0.1881132
CNNVD-201807-1882,0.6528571
CNNVD-201807-1881,0.1745678
CNNVD-201807-1880,0.1744899
CNNVD-201807-188,0.1717712
CNNVD-201807-1879,0.1722693
CNNVD-201807-1878,0.1228929
CNNVD-201807-1877,0.5569752
CNNVD-201807-1876,0.5569752
CNNVD-201807-1875,0.5559362
CNNVD-201807-1874,0.5555467
CNNVD-201807-1873,0.5569752
CNNVD-201807-1872,0.5569752
CNNVD-201807-1871,0.5569752
CNNVD-201807-1870,0.1755955
CNNVD-201807-187,0.1717712
CNNVD-201807-1869,0.1724281
CNNVD-201807-1868,0.5573309
CNNVD-201807-1867,0.1751851
CNNVD-201807-1866,0.5555467
CNNVD-201807-1865,0.5569752
CNNVD-201807-1864,0.5569752
CNNVD-201807-1863,0.1755955
CNNVD-201807-1862,0.1756787
CNNVD-201807-1861,0.1751297
CNNVD-201807-1860,0.1769864
CNNVD-201807-186,0.1722304
CNNVD-201807-1859,0.1718493
CNNVD-201807-1858,0.1743595
CNNVD-201807-1857,0.1718665
CNNVD-201807-1856,0.176312
CNNVD-201807-1855,0.172165
CNNVD-201807-1854,0.4903439
CNNVD-201807-1853,0.1719727
CNNVD-201807-1852,0.172165
CNNVD-201807-1851,0.1736186
CNNVD-201807-1850,0.3360338
CNNVD-201807-185,0.1722304
CNNVD-201807-1849,0.2002034
CNNVD-201807-1848,0.1862133
CNNVD-201807-1847,0.6575893
CNNVD-201807-1846,0.1812822
CNNVD-201807-1845,0.1804059
CNNVD-201807-1844,0.182433
CNNVD-201807-1843,0.1811129
CNNVD-201807-1842,0.1802175
CNNVD-201807-1841,0.1812822
CNNVD-201807-1840,0.1815855
CNNVD-201807-184,0.1717712
CNNVD-201807-1839,0.1815348
CNNVD-201807-1838,0.1939253
CNNVD-201807-1837,0.1804298
CNNVD-201807-1836,0.1800109
CNNVD-201807-1835,0.1800109
CNNVD-201807-1834,0.1879754
CNNVD-201807-1833,0.3348204
CNNVD-201807-1832,0.5568389
CNNVD-201807-1831,0.3368755
CNNVD-201807-1830,0.6338538
CNNVD-201807-183,0.1722304
CNNVD-201807-1829,0.6405252
CNNVD-201807-1828,0.3329466
CNNVD-201807-1827,0.3383404
CNNVD-201807-1826,0.3408538
CNNVD-201807-1825,0.3335792
CNNVD-201807-1824,0.3351338
CNNVD-201807-1823,0.7066834
CNNVD-201807-1822,0.2732608
CNNVD-201807-1821,0.1880755
CNNVD-201807-1820,0.7128713
CNNVD-201807-182,0.299679
CNNVD-201807-1819,0.3315234
CNNVD-201807-1818,0.2999857
CNNVD-201807-1817,0.1856786
CNNVD-201807-1816,0.2996482
CNNVD-201807-1815,0.7119236
CNNVD-201807-1814,0.3287311
CNNVD-201807-1813,0.7116213
CNNVD-201807-1812,0.7116213
CNNVD-201807-1811,0.7255882
CNNVD-201807-1810,0.3326283
CNNVD-201807-181,0.2996649
CNNVD-201807-1809,0.7425426
CNNVD-201807-1808,0.7838713
CNNVD-201807-1807,0.3321589
CNNVD-201807-1806,0.1831598
CNNVD-201807-1805,0.1853141
CNNVD-201807-1804,0.1713009
CNNVD-201807-1803,0.1713009
CNNVD-201807-1802,0.2121166
CNNVD-201807-1801,0.1713009
CNNVD-201807-1800,0.1711764
CNNVD-201807-180,0.3609951
CNNVD-201807-1799,0.1713009
CNNVD-201807-1798,0.1711744
CNNVD-201807-1797,0.2989591
CNNVD-201807-1796,0.2992766
CNNVD-201807-1795,0.2988968
CNNVD-201807-1794,0.2987382
CNNVD-201807-1793,0.2990837
CNNVD-201807-1792,0.2947447
CNNVD-201807-1791,0.1866352
CNNVD-201807-1790,0.3354756
CNNVD-201807-179,0.3621459
CNNVD-201807-1789,0.1758128
CNNVD-201807-1788,0.1768029
CNNVD-201807-1787,0.7315869
CNNVD-201807-1786,0.1705077
CNNVD-201807-1785,0.1733832
CNNVD-201807-1784,0.2152719
CNNVD-201807-1783,0.1739658
CNNVD-201807-1782,0.1714088
CNNVD-201807-1781,0.1762492
CNNVD-201807-1780,0.1747803
CNNVD-201807-178,0.3623783
CNNVD-201807-1779,0.1753647
CNNVD-201807-1778,0.1707601
CNNVD-201807-1777,0.1855868
CNNVD-201807-1776,0.1964016
CNNVD-201807-1775,0.2338355
CNNVD-201807-1774,0.1682497
CNNVD-201807-1773,0.1682457
CNNVD-201807-1772,0.1682457
CNNVD-201807-1771,0.1746921
CNNVD-201807-1770,0.3368108
CNNVD-201807-177,0.3344327
CNNVD-201807-1769,0.1875507
CNNVD-201807-1768,0.7199303
CNNVD-201807-1767,0.1809608
CNNVD-201807-1766,0.1800826
CNNVD-201807-1765,0.1727487
CNNVD-201807-1764,0.1728713
CNNVD-201807-1763,0.1731264
CNNVD-201807-1762,0.1728713
CNNVD-201807-1761,0.185845
CNNVD-201807-1760,0.3316189
CNNVD-201807-176,0.3372064
CNNVD-201807-1759,0.3387222
CNNVD-201807-1758,0.3407312
CNNVD-201807-1757,0.3390571
CNNVD-201807-1756,0.3385016
CNNVD-201807-1755,0.3394007
CNNVD-201807-1754,0.3389137
CNNVD-201807-1753,0.1854346
CNNVD-201807-1752,0.1869796
CNNVD-201807-1751,0.1945074
CNNVD-201807-1750,0.3357238
CNNVD-201807-175,0.1744255
CNNVD-201807-1749,0.1736938
CNNVD-201807-1748,0.1702276
CNNVD-201807-1747,0.1865462
CNNVD-201807-1746,0.1768467
CNNVD-201807-1745,0.42709
CNNVD-201807-1744,0.3329563
CNNVD-201807-1743,0.432478
CNNVD-201807-1742,0.3371322
CNNVD-201807-1741,0.3879215
CNNVD-201807-1740,0.7412545
CNNVD-201807-174,0.5718222
CNNVD-201807-1739,0.1791132
CNNVD-201807-1738,0.1797273
CNNVD-201807-1737,0.1791554
CNNVD-201807-1736,0.1784588
CNNVD-201807-1735,0.180191
CNNVD-201807-1734,0.1748228
CNNVD-201807-1733,0.789538
CNNVD-201807-1732,0.1730168
CNNVD-201807-1731,0.1738338
CNNVD-201807-1730,0.2823928
CNNVD-201807-173,0.3371518
CNNVD-201807-1729,0.2820673
CNNVD-201807-1728,0.3349754
CNNVD-201807-1727,0.337222
CNNVD-201807-1726,0.1860957
CNNVD-201807-1725,0.1722377
CNNVD-201807-1724,0.714538
CNNVD-201807-1723,0.1855724
CNNVD-201807-1722,0.1854059
CNNVD-201807-1721,0.1875335
CNNVD-201807-1720,0.1834439
CNNVD-201807-172,0.2678433
CNNVD-201807-1719,0.3463209
CNNVD-201807-1718,0.1751545
CNNVD-201807-1717,0.3441308
CNNVD-201807-1716,0.1729654
CNNVD-201807-1715,0.1729458
CNNVD-201807-1714,0.169992
CNNVD-201807-1713,0.5674411
CNNVD-201807-1712,0.3309037
CNNVD-201807-1711,0.1718395
CNNVD-201807-1710,0.1728106
CNNVD-201807-171,0.7164482
CNNVD-201807-1709,0.1728106
CNNVD-201807-1708,0.1728588
CNNVD-201807-1707,0.3307948
CNNVD-201807-1706,0.1728588
CNNVD-201807-1705,0.1728106
CNNVD-201807-1704,0.1728106
CNNVD-201807-1703,0.1728106
CNNVD-201807-1702,0.1728106
CNNVD-201807-1701,0.1728588
CNNVD-201807-1700,0.1728106
CNNVD-201807-170,0.3327736
CNNVD-201807-1699,0.3300733
CNNVD-201807-1698,0.1807168
CNNVD-201807-1697,0.1806336
CNNVD-201807-1696,0.1871862
CNNVD-201807-1695,0.1811703
CNNVD-201807-1694,0.1695462
CNNVD-201807-1693,0.1712188
CNNVD-201807-1692,0.180935
CNNVD-201807-1691,0.7169839
CNNVD-201807-1690,0.1865606
CNNVD-201807-169,0.1893817
CNNVD-201807-1689,0.3458732
CNNVD-201807-1688,0.1869767
CNNVD-201807-1687,0.7561516
CNNVD-201807-1686,0.2304442
CNNVD-201807-1685,0.6585714
CNNVD-201807-1684,0.3820015
CNNVD-201807-1683,0.2067235
CNNVD-201807-1682,0.2893609
CNNVD-201807-1681,0.7408929
CNNVD-201807-1680,0.6585714
CNNVD-201807-168,0.1641106
CNNVD-201807-1679,0.6599107
CNNVD-201807-1678,0.6585714
CNNVD-201807-1677,0.6585714
CNNVD-201807-1676,0.6585714
CNNVD-201807-1675,0.6599464
CNNVD-201807-1674,0.6585714
CNNVD-201807-1673,0.6585714
CNNVD-201807-1672,0.6585714
CNNVD-201807-1671,0.6575893
CNNVD-201807-1670,0.6464657
CNNVD-201807-167,0.1693969
CNNVD-201807-1669,0.6562798
CNNVD-201807-1668,0.1517685
CNNVD-201807-1667,0.1834439
CNNVD-201807-1666,0.1835127
CNNVD-201807-1665,0.3383953
CNNVD-201807-1664,0.6575893
CNNVD-201807-1663,0.6575893
CNNVD-201807-1662,0.6575893
CNNVD-201807-1661,0.6575893
CNNVD-201807-1660,0.6575893
CNNVD-201807-166,0.1641134
CNNVD-201807-1659,0.6575893
CNNVD-201807-1658,0.6575893
CNNVD-201807-1657,0.6575893
CNNVD-201807-1656,0.6575893
CNNVD-201807-1655,0.6575893
CNNVD-201807-1654,0.6575893
CNNVD-201807-1653,0.6575893
CNNVD-201807-1652,0.6575893
CNNVD-201807-1651,0.6575893
CNNVD-201807-1650,0.6575893
CNNVD-201807-165,0.1642139
CNNVD-201807-1649,0.6575893
CNNVD-201807-1648,0.6575893
CNNVD-201807-1647,0.6575893
CNNVD-201807-1646,0.6575893
CNNVD-201807-1645,0.6575893
CNNVD-201807-1644,0.6575893
CNNVD-201807-1643,0.6585714
CNNVD-201807-1642,0.6575893
CNNVD-201807-1641,0.6575893
CNNVD-201807-1640,0.6575893
CNNVD-201807-164,0.1632467
CNNVD-201807-1639,0.6575893
CNNVD-201807-1638,0.6575893
CNNVD-201807-1637,0.6575893
CNNVD-201807-1636,0.6575893
CNNVD-201807-1635,0.6575893
CNNVD-201807-1634,0.6575893
CNNVD-201807-1633,0.6575893
CNNVD-201807-1632,0.6575893
CNNVD-201807-1631,0.6575893
CNNVD-201807-1630,0.6575893
CNNVD-201807-163,0.163505
CNNVD-201807-1629,0.6575893
CNNVD-201807-1628,0.6575893
CNNVD-201807-1627,0.6575893
CNNVD-201807-1626,0.6575893
CNNVD-201807-1625,0.6575893
CNNVD-201807-1624,0.6575893
CNNVD-201807-1623,0.6575893
CNNVD-201807-1622,0.6575893
CNNVD-201807-1621,0.6575893
CNNVD-201807-1620,0.6575893
CNNVD-201807-162,0.1801964
CNNVD-201807-1619,0.6575893
CNNVD-201807-1618,0.6575893
CNNVD-201807-1617,0.6575893
CNNVD-201807-1616,0.6575893
CNNVD-201807-1615,0.6575893
CNNVD-201807-1614,0.6575893
CNNVD-201807-1613,0.6575893
CNNVD-201807-1612,0.6575893
CNNVD-201807-1611,0.6575893
CNNVD-201807-1610,0.6575893
CNNVD-201807-161,0.1819821
CNNVD-201807-1609,0.6575893
CNNVD-201807-1608,0.6575893
CNNVD-201807-1607,0.6575893
CNNVD-201807-1606,0.6575893
CNNVD-201807-1605,0.6575893
CNNVD-201807-1604,0.6575893
CNNVD-201807-1603,0.6575893
CNNVD-201807-1602,0.6575893
CNNVD-201807-1601,0.6575893
CNNVD-201807-1600,0.6575893
CNNVD-201807-160,0.7025028
CNNVD-201807-1599,0.6575893
CNNVD-201807-1598,0.6575893
CNNVD-201807-1597,0.6575893
CNNVD-201807-1596,0.6575893
CNNVD-201807-1595,0.6575893
CNNVD-201807-1594,0.6575893
CNNVD-201807-1593,0.6575893
CNNVD-201807-1592,0.6575893
CNNVD-201807-1591,0.6575893
CNNVD-201807-1590,0.6568527
CNNVD-201807-159,0.1808909
CNNVD-201807-1589,0.6575893
CNNVD-201807-1588,0.6568527
CNNVD-201807-1587,0.6575893
CNNVD-201807-1586,0.6575893
CNNVD-201807-1585,0.6575893
CNNVD-201807-1584,0.7408929
CNNVD-201807-1583,0.6575893
CNNVD-201807-1582,0.6575893
CNNVD-201807-1581,0.332549
CNNVD-201807-1580,0.3318318
CNNVD-201807-158,0.1808909
CNNVD-201807-1579,0.3315626
CNNVD-201807-1578,0.3316038
CNNVD-201807-1577,0.3325611
CNNVD-201807-1576,0.3313228
CNNVD-201807-1575,0.1735066
CNNVD-201807-1574,0.3318687
CNNVD-201807-1573,0.1744198
CNNVD-201807-1572,0.1730623
CNNVD-201807-1571,0.7133259
CNNVD-201807-1570,0.3379293
CNNVD-201807-157,0.1808909
CNNVD-201807-1569,0.3370004
CNNVD-201807-1568,0.1881591
CNNVD-201807-1567,0.1709067
CNNVD-201807-1566,0.1698142
CNNVD-201807-1565,0.5632064
CNNVD-201807-1564,0.5471002
CNNVD-201807-1563,0.3300237
CNNVD-201807-1562,0.5587595
CNNVD-201807-1561,0.1871087
CNNVD-201807-1560,0.186882
CNNVD-201807-156,0.1808909
CNNVD-201807-1559,0.186882
CNNVD-201807-1558,0.186882
CNNVD-201807-1557,0.1868619
CNNVD-201807-1556,0.1810086
CNNVD-201807-1555,0.1812822
CNNVD-201807-1554,0.1820475
CNNVD-201807-1553,0.1828779
CNNVD-201807-1552,0.1803055
CNNVD-201807-1551,0.3325656
CNNVD-201807-1550,0.3016895
CNNVD-201807-155,0.1825676
CNNVD-201807-1549,0.4680103
CNNVD-201807-1548,0.5635286
CNNVD-201807-1547,0.5635286
CNNVD-201807-1546,0.5635286
CNNVD-201807-1545,0.5635286
CNNVD-201807-1544,0.5635286
CNNVD-201807-1543,0.5635286
CNNVD-201807-1542,0.1719741
CNNVD-201807-1541,0.6917615
CNNVD-201807-1540,0.3286005
CNNVD-201807-154,0.1812841
CNNVD-201807-1539,0.3373434
CNNVD-201807-1538,0.5474263
CNNVD-201807-1537,0.4674746
CNNVD-201807-1536,0.3314869
CNNVD-201807-1535,0.3318092
CNNVD-201807-1534,0.3312619
CNNVD-201807-1533,0.1713962
CNNVD-201807-1532,0.1716635
CNNVD-201807-1531,0.1701004
CNNVD-201807-1530,0.1704399
CNNVD-201807-153,0.1826767
CNNVD-201807-1529,0.56432
CNNVD-201807-1528,0.5488342
CNNVD-201807-1527,0.329636
CNNVD-201807-1526,0.1871173
CNNVD-201807-1525,0.1731254
CNNVD-201807-1524,0.1856614
CNNVD-201807-1523,0.1855609
CNNVD-201807-1522,0.1853629
CNNVD-201807-1521,0.1864018
CNNVD-201807-1520,0.7109902
CNNVD-201807-152,0.1808909
CNNVD-201807-1519,0.1874933
CNNVD-201807-1518,0.1864219
CNNVD-201807-1517,0.1874933
CNNVD-201807-1516,0.1874933
CNNVD-201807-1515,0.1877019
CNNVD-201807-1514,0.1874751
CNNVD-201807-1513,0.190478
CNNVD-201807-1512,0.1864601
CNNVD-201807-1511,0.1872981
CNNVD-201807-1510,0.1878291
CNNVD-201807-151,0.1808909
CNNVD-201807-1509,0.1865998
CNNVD-201807-1508,0.1909047
CNNVD-201807-1507,0.1855074
CNNVD-201807-1506,0.1862669
CNNVD-201807-1505,0.1863731
CNNVD-201807-1504,0.1935249
CNNVD-201807-1503,0.1984534
CNNVD-201807-1502,0.1864219
CNNVD-201807-1501,0.1850367
CNNVD-201807-1500,0.1862669
CNNVD-201807-150,0.1806154
CNNVD-201807-1499,0.1851878
CNNVD-201807-1498,0.1851132
CNNVD-201807-1497,0.1872886
CNNVD-201807-1496,0.1853552
CNNVD-201807-1495,0.1856327
CNNVD-201807-1494,0.1879439
CNNVD-201807-1493,0.1864219
CNNVD-201807-1492,0.2038852
CNNVD-201807-1491,0.1969783
CNNVD-201807-1490,0.1871461
CNNVD-201807-149,0.7189481
CNNVD-201807-1489,0.1862984
CNNVD-201807-1488,0.1863874
CNNVD-201807-1487,0.2723058
CNNVD-201807-1486,0.184477
CNNVD-201807-1485,0.3277797
CNNVD-201807-1484,0.331285
CNNVD-201807-1483,0.1745049
CNNVD-201807-1482,0.1912701
CNNVD-201807-1481,0.1922172
CNNVD-201807-1480,0.1863846
CNNVD-201807-148,0.1868868
CNNVD-201807-1479,0.1863846
CNNVD-201807-1478,0.1872886
CNNVD-201807-1477,0.1863846
CNNVD-201807-1476,0.1863846
CNNVD-201807-1475,0.1863846
CNNVD-201807-1474,0.1857388
CNNVD-201807-1473,0.328379
CNNVD-201807-1472,0.1898179
CNNVD-201807-1471,0.1843824
CNNVD-201807-1470,0.1878291
CNNVD-201807-147,0.1802376
CNNVD-201807-1469,0.1854174
CNNVD-201807-1468,0.1929824
CNNVD-201807-1467,0.1867098
CNNVD-201807-1466,0.1869126
CNNVD-201807-1465,0.1863645
CNNVD-201807-1464,0.1863645
CNNVD-201807-1463,0.1854662
CNNVD-201807-1462,0.1854519
CNNVD-201807-1461,0.1732231
CNNVD-201807-1460,0.1864018
CNNVD-201807-146,0.180691
CNNVD-201807-1459,0.1869997
CNNVD-201807-1458,0.1851391
CNNVD-201807-1457,0.187765
CNNVD-201807-1456,0.1855007
CNNVD-201807-1455,0.1855007
CNNVD-201807-1454,0.1728863
CNNVD-201807-1453,0.3279498
CNNVD-201807-1452,0.1858909
CNNVD-201807-1451,0.1867577
CNNVD-201807-1450,0.1907324
CNNVD-201807-145,0.1795603
CNNVD-201807-1449,0.1927787
CNNVD-201807-1448,0.1878626
CNNVD-201807-1447,0.1878941
CNNVD-201807-1446,0.1865166
CNNVD-201807-1445,0.1855523
CNNVD-201807-1444,0.1868208
CNNVD-201807-1443,0.1882471
CNNVD-201807-1442,0.1864219
CNNVD-201807-1441,0.1864219
CNNVD-201807-1440,0.1901011
CNNVD-201807-144,0.1854978
CNNVD-201807-1439,0.1876904
CNNVD-201807-1438,0.1900504
CNNVD-201807-1437,0.1898179
CNNVD-201807-1436,0.2235871
CNNVD-201807-1435,0.1898179
CNNVD-201807-1434,0.1867577
CNNVD-201807-1433,0.1905832
CNNVD-201807-1432,0.1929824
CNNVD-201807-1431,0.1898179
CNNVD-201807-1430,0.1863846
CNNVD-201807-143,0.1800137
CNNVD-201807-1429,0.1857073
CNNVD-201807-1428,0.1857388
CNNVD-201807-1427,0.1855179
CNNVD-201807-1426,0.1857388
CNNVD-201807-1425,0.5152685
CNNVD-201807-1424,0.1710549
CNNVD-201807-1423,0.1863846
CNNVD-201807-1422,0.1909047
CNNVD-201807-1421,0.1898179
CNNVD-201807-1420,0.19511
CNNVD-201807-142,0.1866496
CNNVD-201807-1419,0.19511
CNNVD-201807-1418,0.1898179
CNNVD-201807-1417,0.1875038
CNNVD-201807-1416,0.1885752
CNNVD-201807-1415,0.1882471
CNNVD-201807-1414,0.1855523
CNNVD-201807-1413,0.1898179
CNNVD-201807-1412,0.1905832
CNNVD-201807-1411,0.1855896
CNNVD-201807-1410,0.1858909
CNNVD-201807-141,0.2681937
CNNVD-201807-1409,0.1867577
CNNVD-201807-1408,0.1878941
CNNVD-201807-1407,0.1865166
CNNVD-201807-1406,0.1855523
CNNVD-201807-1405,0.1868208
CNNVD-201807-1404,0.1855896
CNNVD-201807-1403,0.1882471
CNNVD-201807-1402,0.1869624
CNNVD-201807-1401,0.1878291
CNNVD-201807-1400,0.1889656
CNNVD-201807-140,0.2668971
CNNVD-201807-1399,0.187588
CNNVD-201807-1398,0.1866237
CNNVD-201807-1397,0.1878922
CNNVD-201807-1396,0.186661
CNNVD-201807-1395,0.1893185
CNNVD-201807-1394,0.1858909
CNNVD-201807-1393,0.1858909
CNNVD-201807-1392,0.1867577
CNNVD-201807-1391,0.1867577
CNNVD-201807-1390,0.1878941
CNNVD-201807-139,0.3039391
CNNVD-201807-1389,0.1878941
CNNVD-201807-1388,0.1865166
CNNVD-201807-1387,0.1865166
CNNVD-201807-1386,0.1855523
CNNVD-201807-1385,0.1855523
CNNVD-201807-1384,0.1868208
CNNVD-201807-1383,0.1868208
CNNVD-201807-1382,0.1852911
CNNVD-201807-1381,0.1855896
CNNVD-201807-1380,0.1882471
CNNVD-201807-138,0.1706831
CNNVD-201807-1379,0.1882471
CNNVD-201807-1378,0.185868
CNNVD-201807-1377,0.185868
CNNVD-201807-1376,0.3310215
CNNVD-201807-1375,0.6469236
CNNVD-201807-1374,0.3307811
CNNVD-201807-1373,0.1852022
CNNVD-201807-1372,0.3299949
CNNVD-201807-1371,0.3305464
CNNVD-201807-1370,0.3311139
